ID_Envio,Operador_Logistico,Tipo_Paquete,Tipo_Vehiculo,Modo_Envio,Zona,Clima,Distancia_Km,Peso_Kg,Tiempo_Real_Hs,Tiempo_Esperado_Hs,Con_Demora,Estado_Envio,Calificacion,Costo_Envio,Desvio_Hs
4983.0,Blue dart,Electrónica,Furgoneta,48 hs,Norte,Calor,63.8,23.35,4.0,16.0,No,Entregado,5,389.05,-12.0
4984.0,Dhl,Indumentaria,Motocicleta,Expreso,Centro,Despejado,208.1,8.85,7.0,6.0,Si,Demorado,2,1117.05,1.0
4985.0,Blue dart,Muebles,Furgoneta,Estándar,Oeste,Frío,137.3,48.07,4.0,24.0,No,Entregado,4,830.71,-20.0
4986.0,Delhivery,Indumentaria,Furgoneta,Expreso,Sur,Neblina,193.9,23.14,6.0,5.0,Si,Demorado,2,1088.92,1.0
4987.0,Ecom express,Muebles,Furgoneta,48 hs,Sur,Despejado,10.5,17.71,3.0,16.0,No,Entregado,4,105.63,-13.0
4989.0,Ecom express,Indumentaria,Camión,Estándar,Oeste,Tormenta,168.2,48.11,9.0,24.0,No,Entregado,3,985.33,-15.0
4990.0,Amazon logistics,Cosmética,Camión,Estándar,Sur,Despejado,165.1,14.7,5.0,24.0,No,Entregado,4,869.6,-19.0
4991.0,Shadowfax,Electrónica,Furgoneta,Mismo día,Sur,Calor,67.5,12.57,4.0,8.0,No,Entregado,4,475.21,-4.0
4992.0,Fedex,Frágil,Furgoneta,48 hs,Centro,Lluvia,108.1,30.73,6.0,16.0,No,Entregado,4,632.69,-10.0
4993.0,Ecom express,Indumentaria,Furgoneta,48 hs,Centro,Frío,16.3,29.95,0.0,16.0,No,Entregado,5,171.35,-16.0
4994.0,Fedex,Farmacia,Motocicleta,48 hs,Este,Despejado,104.7,39.85,6.0,16.0,No,Entregado,4,643.05,-10.0
4995.0,Shadowfax,Autopartes,Furgoneta,Expreso,Este,Frío,82.6,47.14,2.0,3.0,No,Entregado,5,604.42,-1.0
4996.0,Blue dart,Indumentaria,Motocicleta,48 hs,Centro,Calor,234.7,0.84,4.0,16.0,No,Entregado,5,1176.02,-12.0
4997.0,Xpressbees,Autopartes,Motocicleta,Mismo día,Oeste,Lluvia,41.3,14.88,5.0,8.0,No,Entregado,4,351.14,-3.0
4998.0,Amazon logistics,Documentación,Motocicleta,Expreso,Sur,Neblina,50.2,5.59,4.0,3.0,Si,Demorado,3,317.77,1.0
4999.0,Xpressbees,Cosmética,Motocicleta,Estándar,Oeste,Despejado,240.4,16.41,8.0,24.0,No,Entregado,3,1251.23,-16.0
5000.0,Fedex,Frágil,Furgoneta,Mismo día,Norte,Despejado,176.3,12.46,4.0,8.0,No,Entregado,5,1018.88,-4.0
5001.0,Blue dart,Documentación,Camión,Expreso,Este,Neblina,194.7,35.55,7.0,5.0,Si,Fallido,1,1130.15,2.0
5003.0,Shadowfax,Frágil,Camión,Estándar,Este,Calor,195.8,34.28,7.0,24.0,No,Entregado,5,1081.84,-17.0
5004.0,Xpressbees,Electrónica,Motocicleta,Estándar,Oeste,Calor,194.0,32.5,7.0,24.0,No,Entregado,4,1067.5,-17.0
5005.0,Xpressbees,Electrónica,Camión,Estándar,Norte,Lluvia,141.2,39.36,6.0,24.0,No,Entregado,4,824.08,-18.0
5006.0,Ecom express,Documentación,Furgoneta,Estándar,Centro,Lluvia,287.7,23.56,13.0,24.0,No,Entregado,4,1509.18,-11.0
5007.0,Fedex,Farmacia,Motocicleta,48 hs,Sur,Frío,82.2,7.44,2.0,16.0,No,Entregado,5,433.32,-14.0
5008.0,Amazon logistics,Frágil,Motocicleta,Estándar,Sur,Neblina,173.2,21.38,7.0,24.0,No,Entregado,3,930.14,-17.0
5009.0,Xpressbees,Farmacia,Motocicleta,Expreso,Este,Tormenta,39.7,16.16,8.0,2.0,Si,Demorado,2,296.98,6.0
5010.0,Ekart,Muebles,Camión,48 hs,Centro,Tormenta,116.6,3.93,7.0,16.0,No,Entregado,4,594.79,-9.0
5011.0,Amazon logistics,Frágil,Furgoneta,Estándar,Centro,Calor,80.3,36.83,4.0,24.0,No,Entregado,5,511.99,-20.0
5012.0,Delhivery,Indumentaria,Furgoneta,Mismo día,Este,Frío,209.1,28.19,8.0,8.0,Si,Demorado,2,1230.07,0.0
5013.0,Shadowfax,Autopartes,Camión,Expreso,Este,Calor,229.0,29.53,9.0,6.0,Si,Fallido,2,1283.59,3.0
5014.0,Ecom express,Documentación,Motocicleta,Expreso,Este,Despejado,257.9,21.5,8.0,7.0,Si,Demorado,2,1404.0,1.0
5015.0,Shadowfax,Documentación,Camión,Expreso,Oeste,Neblina,75.2,31.52,6.0,3.0,Si,Fallido,2,520.56,3.0
5016.0,Ecom express,Autopartes,Motocicleta,Mismo día,Centro,Lluvia,194.9,31.07,9.0,8.0,Si,Demorado,2,1167.71,1.0
5017.0,Delhivery,Farmacia,Furgoneta,48 hs,Norte,Lluvia,152.5,14.16,5.0,16.0,No,Entregado,5,804.98,-11.0
5019.0,Amazon logistics,Documentación,Furgoneta,Estándar,Este,Frío,68.2,22.54,3.0,24.0,No,Entregado,5,408.62,-21.0
5021.0,Amazon logistics,Frágil,Furgoneta,Mismo día,Norte,Lluvia,187.3,30.53,9.0,8.0,Si,Demorado,2,1128.09,1.0
5022.0,Fedex,Indumentaria,Furgoneta,Expreso,Este,Tormenta,272.1,33.57,13.0,7.0,Si,Demorado,2,1511.21,6.0
5023.0,Xpressbees,Indumentaria,Motocicleta,Estándar,Oeste,Neblina,180.5,25.85,6.0,24.0,No,Entregado,3,980.05,-18.0
5024.0,Dhl,Documentación,Camión,Mismo día,Norte,Calor,208.6,18.25,4.0,8.0,No,Entregado,4,1197.75,-4.0
5025.0,Amazon logistics,Muebles,Motocicleta,Expreso,Norte,Frío,104.1,6.77,6.0,4.0,Si,Demorado,3,590.81,2.0
5026.0,Blue dart,Frágil,Furgoneta,48 hs,Norte,Neblina,57.2,42.69,2.0,16.0,No,Entregado,3,414.07,-14.0
5027.0,Ekart,Indumentaria,Motocicleta,48 hs,Centro,Neblina,284.2,5.95,8.0,16.0,No,Entregado,5,1438.85,-8.0
5028.0,Delhivery,Frágil,Camión,Estándar,Centro,Neblina,181.4,14.15,6.0,24.0,No,Entregado,4,949.45,-18.0
5029.0,Xpressbees,Autopartes,Motocicleta,48 hs,Este,Neblina,144.0,4.71,6.0,16.0,No,Entregado,4,734.13,-10.0
5031.0,Ekart,Autopartes,Motocicleta,Mismo día,Este,Despejado,80.2,49.21,2.0,8.0,No,Entregado,5,648.63,-6.0
5032.0,Amazon logistics,Autopartes,Motocicleta,Mismo día,Centro,Despejado,212.1,11.86,5.0,8.0,No,Entregado,4,1196.08,-3.0
5033.0,Dhl,Frágil,Furgoneta,Expreso,Norte,Neblina,68.4,26.31,4.0,3.0,Si,Demorado,3,470.93,1.0
5035.0,Delhivery,Documentación,Furgoneta,Estándar,Oeste,Neblina,114.4,30.75,7.0,24.0,No,Entregado,5,664.25,-17.0
5036.0,Ekart,Frágil,Camión,Estándar,Oeste,Frío,226.5,4.64,4.0,24.0,No,Entregado,5,1146.42,-20.0
5038.0,Fedex,Electrónica,Furgoneta,Mismo día,Sur,Lluvia,104.6,18.3,7.0,8.0,No,Entregado,4,677.9,-1.0
5039.0,Ecom express,Cosmética,Camión,Estándar,Norte,Lluvia,88.3,48.01,9.0,24.0,No,Entregado,5,585.53,-15.0
5041.0,Dhl,Autopartes,Furgoneta,Mismo día,Este,Despejado,63.3,45.46,1.0,8.0,No,Entregado,5,552.88,-7.0
5042.0,Blue dart,Frágil,Camión,Estándar,Este,Lluvia,138.3,46.92,7.0,24.0,No,Entregado,4,832.26,-17.0
5043.0,Dhl,Electrónica,Motocicleta,Estándar,Norte,Calor,127.6,36.13,5.0,24.0,No,Entregado,4,746.39,-19.0
5044.0,Shadowfax,Autopartes,Furgoneta,48 hs,Sur,Frío,141.9,35.58,4.0,16.0,No,Entregado,4,816.24,-12.0
5045.0,Amazon logistics,Autopartes,Motocicleta,Expreso,Centro,Calor,200.5,46.44,4.0,6.0,No,Entregado,4,1191.82,-2.0
5046.0,Dhl,Cosmética,Motocicleta,Expreso,Oeste,Frío,266.1,20.47,12.0,7.0,Si,Demorado,3,1441.91,5.0
5047.0,Xpressbees,Documentación,Furgoneta,Estándar,Oeste,Lluvia,48.1,42.91,5.0,24.0,No,Entregado,5,369.23,-19.0
5048.0,Shadowfax,Cosmética,Furgoneta,Estándar,Norte,Tormenta,215.3,33.28,9.0,24.0,No,Entregado,4,1176.34,-15.0
5049.0,Ekart,Frágil,Camión,Mismo día,Este,Calor,43.7,16.75,2.0,8.0,No,Entregado,4,368.75,-6.0
5050.0,Ecom express,Frágil,Furgoneta,Expreso,Este,Frío,3.6,1.22,1.0,2.0,No,Entregado,4,95.6674,-1.0
5052.0,Blue dart,Cosmética,Motocicleta,Estándar,Oeste,Lluvia,268.9,24.14,12.0,24.0,No,Entregado,5,1416.92,-12.0
5054.0,Ecom express,Documentación,Camión,48 hs,Centro,Tormenta,98.5,22.35,8.0,16.0,No,Entregado,5,559.55,-8.0
5055.0,Delhivery,Cosmética,Camión,Expreso,Norte,Calor,195.1,5.3,6.0,5.0,Si,Demorado,2,1041.4,1.0
5056.0,Ecom express,Muebles,Furgoneta,Estándar,Este,Tormenta,45.8,28.11,5.0,24.0,No,Entregado,4,313.33,-19.0
5057.0,Ecom express,Documentación,Motocicleta,48 hs,Sur,Despejado,226.5,31.6,8.0,16.0,No,Entregado,5,1227.3,-8.0
5058.0,Amazon logistics,Farmacia,Motocicleta,Mismo día,Sur,Despejado,297.1,23.0,8.0,8.0,Si,Demorado,3,1632.7206,0.0
5059.0,Ekart,Documentación,Motocicleta,48 hs,Este,Lluvia,283.5,8.28,9.0,16.0,No,Entregado,5,1442.34,-7.0
5060.0,Shadowfax,Farmacia,Furgoneta,Mismo día,Este,Tormenta,190.5,5.41,11.0,8.0,Si,Demorado,3,1068.73,3.0
5062.0,Shadowfax,Frágil,Motocicleta,Estándar,Norte,Tormenta,110.6,34.6,9.0,24.0,No,Entregado,4,656.8,-15.0
5063.0,Shadowfax,Frágil,Motocicleta,Mismo día,Oeste,Tormenta,83.7,24.68,10.0,8.0,Si,Demorado,3,592.54,2.0
5064.0,Shadowfax,Muebles,Motocicleta,Expreso,Norte,Calor,26.6,25.96,1.0,2.0,No,Entregado,4,260.88,-1.0
5065.0,Fedex,Cosmética,Camión,48 hs,Sur,Calor,63.7,20.81,1.0,16.0,No,Entregado,4,380.93,-15.0
5066.0,Xpressbees,Indumentaria,Motocicleta,Mismo día,Centro,Calor,168.0,36.68,4.0,8.0,No,Entregado,5,1050.04,-4.0
5067.0,Fedex,Autopartes,Furgoneta,Mismo día,Sur,Lluvia,82.3,44.81,6.0,8.0,No,Entregado,3,645.93,-2.0
5068.0,Delhivery,Indumentaria,Motocicleta,48 hs,Norte,Lluvia,217.9,26.5,9.0,16.0,No,Entregado,5,1169.0,-7.0
5069.0,Delhivery,Frágil,Furgoneta,Mismo día,Este,Calor,230.6,47.33,6.0,8.0,No,Entregado,4,1394.99,-2.0
5070.0,Ecom express,Frágil,Camión,Mismo día,Este,Despejado,143.5,12.68,8.0,8.0,Si,Demorado,2,855.54,0.0
5071.0,Ecom express,Indumentaria,Motocicleta,Mismo día,Norte,Calor,271.8,34.66,8.0,8.0,Si,Demorado,2,1562.98,0.0
5072.0,Shadowfax,Electrónica,Motocicleta,Estándar,Este,Frío,244.8,46.61,8.0,24.0,No,Entregado,4,1363.83,-16.0
5073.0,Blue dart,Cosmética,Motocicleta,Mismo día,Centro,Tormenta,24.3,48.02,5.0,8.0,No,Entregado,4,365.56,-3.0
5074.0,Amazon logistics,Frágil,Motocicleta,Expreso,Centro,Calor,240.9,4.41,6.0,6.0,No,Entregado,3,1267.73,0.0
5075.0,Blue dart,Cosmética,Motocicleta,Estándar,Norte,Tormenta,249.1,29.28,11.0,24.0,No,Entregado,4,1333.34,-13.0
5076.0,Dhl,Electrónica,Camión,Expreso,Oeste,Neblina,104.6,5.49,6.0,4.0,Si,Fallido,1,589.47,2.0
5077.0,Ekart,Farmacia,Motocicleta,Expreso,Oeste,Lluvia,148.4,15.29,8.0,4.0,Si,Fallido,1,837.87,4.0
5079.0,Amazon logistics,Autopartes,Camión,Expreso,Oeste,Frío,80.5,49.17,3.0,3.0,No,Entregado,4,600.01,0.0
5080.0,Fedex,Frágil,Motocicleta,48 hs,Oeste,Calor,285.5,43.97,7.0,16.0,No,Entregado,5,1559.41,-9.0
5081.0,Ekart,Frágil,Camión,48 hs,Centro,Neblina,280.0,19.85,9.0,16.0,No,Entregado,4,1459.55,-7.0
5083.0,Delhivery,Documentación,Furgoneta,Expreso,Norte,Frío,6.5,29.94,2.0,2.0,Si,Demorado,2,172.32,0.0
5084.0,Dhl,Frágil,Motocicleta,Expreso,Sur,Despejado,8.2,1.34,0.0,2.0,No,Entregado,5,95.6674,-2.0
5085.0,Fedex,Indumentaria,Motocicleta,48 hs,Norte,Lluvia,178.9,34.59,11.0,16.0,No,Entregado,4,998.27,-5.0
5086.0,Dhl,Electrónica,Camión,Expreso,Norte,Tormenta,69.8,4.56,5.0,3.0,Si,Demorado,2,412.68,2.0
5087.0,Amazon logistics,Electrónica,Camión,Mismo día,Norte,Frío,195.9,2.03,4.0,8.0,No,Entregado,5,1085.59,-4.0
5088.0,Ekart,Muebles,Camión,Estándar,Este,Despejado,29.7,12.75,1.0,24.0,No,Entregado,5,186.75,-23.0
5089.0,Blue dart,Electrónica,Motocicleta,Mismo día,Centro,Lluvia,296.3,12.93,16.0,8.0,Si,Demorado,2,1620.29,8.0
5090.0,Fedex,Farmacia,Motocicleta,Expreso,Norte,Frío,35.3,37.67,2.0,2.0,Si,Fallido,1,339.51,0.0
5091.0,Amazon logistics,Indumentaria,Motocicleta,48 hs,Oeste,Despejado,101.7,35.2,5.0,16.0,No,Entregado,5,614.1,-11.0
5092.0,Dhl,Autopartes,Furgoneta,Estándar,Centro,Lluvia,30.2,3.36,4.0,24.0,No,Entregado,4,161.08,-20.0
5094.0,Ecom express,Electrónica,Furgoneta,48 hs,Norte,Calor,101.6,33.11,5.0,16.0,No,Entregado,4,607.33,-11.0
5095.0,Dhl,Cosmética,Camión,Estándar,Oeste,Lluvia,194.1,7.96,6.0,24.0,No,Entregado,4,994.38,-18.0
5097.0,Shadowfax,Documentación,Furgoneta,Expreso,Norte,Despejado,243.3,22.89,10.0,6.0,Si,Demorado,3,1335.17,4.0
5098.0,Ekart,Farmacia,Furgoneta,Mismo día,Este,Despejado,220.1,27.77,8.0,8.0,Si,Demorado,2,1283.81,0.0
5099.0,Ecom express,Autopartes,Motocicleta,Estándar,Norte,Despejado,297.1,47.27,7.0,24.0,No,Entregado,5,1632.7206,-17.0
5100.0,Ekart,Autopartes,Camión,Mismo día,Sur,Despejado,14.0,29.44,1.0,8.0,No,Entregado,3,258.32,-7.0
5102.0,Fedex,Frágil,Motocicleta,Expreso,Norte,Lluvia,40.0,3.61,7.0,2.0,Si,Demorado,2,260.83,5.0
5103.0,Ekart,Indumentaria,Camión,Estándar,Este,Frío,182.8,42.84,5.0,24.0,No,Entregado,4,1042.52,-19.0
5104.0,Fedex,Frágil,Motocicleta,Expreso,Centro,Tormenta,243.5,14.58,12.0,6.0,Si,Demorado,2,1311.24,6.0
5105.0,Delhivery,Autopartes,Motocicleta,Mismo día,Sur,Calor,198.8,16.93,8.0,8.0,Si,Demorado,3,1144.79,0.0
5106.0,Shadowfax,Muebles,Camión,Mismo día,Sur,Despejado,35.3,8.04,3.0,8.0,No,Entregado,5,300.62,-5.0
5107.0,Xpressbees,Muebles,Motocicleta,Mismo día,Oeste,Frío,56.0,18.69,3.0,8.0,No,Entregado,4,436.07,-5.0
5108.0,Ecom express,Farmacia,Motocicleta,48 hs,Oeste,Frío,266.2,26.91,8.0,16.0,No,Entregado,4,1411.73,-8.0
5109.0,Ekart,Electrónica,Motocicleta,48 hs,Este,Tormenta,273.3,33.15,15.0,16.0,No,Entregado,5,1465.95,-1.0
5110.0,Ekart,Frágil,Motocicleta,Expreso,Oeste,Calor,224.2,22.27,6.0,6.0,Si,Demorado,2,1237.81,0.0
5111.0,Fedex,Cosmética,Motocicleta,48 hs,Oeste,Neblina,88.8,48.14,4.0,16.0,No,Entregado,4,588.42,-12.0
5112.0,Xpressbees,Frágil,Furgoneta,Expreso,Sur,Lluvia,75.9,30.66,7.0,3.0,Si,Demorado,3,521.48,4.0
5113.0,Ecom express,Indumentaria,Furgoneta,Estándar,Centro,Frío,22.6,13.72,2.0,24.0,No,Entregado,5,154.16,-22.0
5114.0,Delhivery,Frágil,Motocicleta,Mismo día,Sur,Despejado,140.9,32.49,3.0,8.0,No,Entregado,5,901.97,-5.0
5116.0,Ekart,Frágil,Motocicleta,Expreso,Este,Despejado,74.3,2.0,4.0,3.0,Si,Demorado,2,427.5,1.0
5117.0,Ekart,Autopartes,Furgoneta,Mismo día,Este,Lluvia,195.4,37.28,9.0,8.0,Si,Demorado,2,1188.84,1.0
5118.0,Fedex,Frágil,Motocicleta,Mismo día,Centro,Calor,62.9,3.08,3.0,8.0,No,Entregado,3,423.74,-5.0
5119.0,Amazon logistics,Autopartes,Furgoneta,48 hs,Centro,Calor,27.6,25.45,2.0,16.0,No,Entregado,4,214.35,-14.0
5120.0,Delhivery,Indumentaria,Furgoneta,Estándar,Oeste,Frío,130.3,0.67,2.0,24.0,No,Entregado,5,652.4,-22.0
5121.0,Amazon logistics,Documentación,Furgoneta,Estándar,Este,Calor,218.4,8.03,6.0,24.0,No,Entregado,4,1116.09,-18.0
5122.0,Shadowfax,Documentación,Motocicleta,Expreso,Sur,Tormenta,56.0,30.31,8.0,3.0,Si,Demorado,2,420.93,5.0
5123.0,Shadowfax,Muebles,Motocicleta,Estándar,Oeste,Frío,176.8,19.62,4.0,24.0,No,Entregado,4,942.86,-20.0
5124.0,Xpressbees,Autopartes,Motocicleta,48 hs,Norte,Tormenta,27.1,12.17,6.0,16.0,No,Entregado,5,172.01,-10.0
5125.0,Blue dart,Cosmética,Camión,Mismo día,Norte,Tormenta,81.3,10.64,10.0,8.0,Si,Fallido,1,538.42,2.0
5126.0,Xpressbees,Muebles,Camión,Mismo día,Oeste,Neblina,250.6,44.52,8.0,8.0,Si,Fallido,2,1486.56,0.0
5127.0,Ekart,Frágil,Motocicleta,Mismo día,Sur,Lluvia,44.9,28.91,6.0,8.0,No,Entregado,5,411.23,-2.0
5128.0,Fedex,Indumentaria,Camión,Expreso,Este,Calor,200.2,40.75,6.0,6.0,Si,Demorado,3,1173.25,0.0
5129.0,Xpressbees,Farmacia,Furgoneta,Estándar,Centro,Frío,5.3,30.51,0.0,24.0,No,Entregado,4,118.03,-24.0
5130.0,Shadowfax,Muebles,Furgoneta,48 hs,Sur,Frío,165.1,5.53,4.0,16.0,No,Entregado,3,842.09,-12.0
5131.0,Ekart,Indumentaria,Motocicleta,Expreso,Este,Calor,73.5,31.15,3.0,3.0,Si,Demorado,3,510.95,0.0
5132.0,Dhl,Farmacia,Camión,Expreso,Oeste,Lluvia,67.5,15.26,7.0,3.0,Si,Demorado,2,433.28,4.0
5133.0,Fedex,Frágil,Furgoneta,Expreso,Oeste,Calor,151.8,33.77,5.0,5.0,Si,Demorado,2,910.31,0.0
5134.0,Delhivery,Frágil,Camión,Expreso,Centro,Frío,296.3,25.96,9.0,7.0,Si,Demorado,2,1609.38,2.0
5135.0,Xpressbees,Frágil,Furgoneta,48 hs,Sur,Neblina,71.1,48.07,3.0,16.0,No,Entregado,5,499.71,-13.0
5136.0,Delhivery,Frágil,Motocicleta,Estándar,Centro,Lluvia,166.0,24.69,8.0,24.0,No,Entregado,5,904.07,-16.0
5137.0,Fedex,Muebles,Motocicleta,Estándar,Sur,Tormenta,114.4,42.5,6.0,24.0,No,Entregado,5,699.5,-18.0
5138.0,Shadowfax,Electrónica,Furgoneta,Estándar,Oeste,Lluvia,208.8,4.48,12.0,24.0,No,Entregado,5,1057.44,-12.0
5139.0,Delhivery,Autopartes,Furgoneta,Mismo día,Norte,Frío,279.0,6.79,8.0,8.0,Si,Demorado,2,1515.37,0.0
5140.0,Ecom express,Muebles,Motocicleta,Estándar,Centro,Frío,127.3,7.57,5.0,24.0,No,Entregado,5,659.21,-19.0
5141.0,Dhl,Farmacia,Furgoneta,48 hs,Oeste,Tormenta,272.7,44.29,12.0,16.0,No,Entregado,5,1496.37,-4.0
5142.0,Delhivery,Electrónica,Motocicleta,Mismo día,Sur,Tormenta,275.1,8.98,14.0,8.0,Si,Fallido,1,1502.44,6.0
5143.0,Shadowfax,Frágil,Motocicleta,Mismo día,Centro,Lluvia,261.6,47.06,13.0,8.0,Si,Demorado,2,1549.18,5.0
5144.0,Shadowfax,Frágil,Motocicleta,Expreso,Norte,Despejado,75.1,38.22,3.0,3.0,No,Entregado,3,540.16,0.0
5145.0,Shadowfax,Autopartes,Motocicleta,Expreso,Sur,Despejado,210.7,17.91,4.0,6.0,No,Entregado,4,1157.23,-2.0
5146.0,Xpressbees,Indumentaria,Motocicleta,48 hs,Este,Despejado,102.2,37.68,3.0,16.0,No,Entregado,5,624.04,-13.0
5147.0,Fedex,Frágil,Furgoneta,48 hs,Oeste,Neblina,57.6,24.15,4.0,16.0,No,Entregado,4,360.45,-12.0
5148.0,Amazon logistics,Farmacia,Camión,Estándar,Oeste,Lluvia,139.0,20.59,7.0,24.0,No,Entregado,5,756.77,-17.0
5149.0,Dhl,Indumentaria,Motocicleta,Expreso,Norte,Neblina,144.9,43.87,6.0,4.0,Si,Demorado,3,906.11,2.0
5150.0,Fedex,Farmacia,Camión,Estándar,Centro,Lluvia,194.3,6.93,9.0,24.0,No,Entregado,5,992.29,-15.0
5151.0,Blue dart,Muebles,Motocicleta,Expreso,Norte,Calor,97.0,8.0,3.0,3.0,No,Entregado,4,559.0,0.0
5152.0,Shadowfax,Farmacia,Motocicleta,Mismo día,Centro,Frío,25.0,11.42,3.0,8.0,No,Entregado,3,259.26,-5.0
5153.0,Ekart,Electrónica,Furgoneta,Estándar,Este,Despejado,87.6,33.23,3.0,24.0,No,Entregado,3,537.69,-21.0
5154.0,Xpressbees,Farmacia,Furgoneta,Estándar,Este,Calor,245.7,17.74,6.0,24.0,No,Entregado,4,1281.72,-18.0
5155.0,Amazon logistics,Cosmética,Motocicleta,Expreso,Sur,Frío,259.2,39.03,8.0,7.0,Si,Demorado,3,1463.09,1.0
5156.0,Amazon logistics,Cosmética,Motocicleta,Mismo día,Sur,Neblina,21.8,9.03,4.0,8.0,No,Entregado,4,236.09,-4.0
5157.0,Ecom express,Cosmética,Furgoneta,Mismo día,Este,Tormenta,61.7,34.73,6.0,8.0,No,Entregado,5,512.69,-2.0
5158.0,Blue dart,Farmacia,Camión,Estándar,Sur,Calor,18.9,49.02,2.0,24.0,No,Entregado,5,241.56,-22.0
5159.0,Blue dart,Cosmética,Camión,Mismo día,Centro,Tormenta,150.4,47.88,8.0,8.0,Si,Demorado,2,995.64,0.0
5160.0,Ecom express,Electrónica,Motocicleta,Estándar,Oeste,Lluvia,52.8,39.47,4.0,24.0,No,Entregado,4,382.41,-20.0
5161.0,Dhl,Frágil,Motocicleta,Expreso,Este,Lluvia,233.7,21.48,14.0,6.0,Si,Fallido,1,1282.94,8.0
5163.0,Ekart,Muebles,Camión,Estándar,Norte,Calor,149.8,33.11,5.0,24.0,No,Entregado,5,848.33,-19.0
5164.0,Amazon logistics,Muebles,Camión,Mismo día,Oeste,Neblina,140.1,0.67,9.0,8.0,Si,Fallido,1,801.61,1.0
5165.0,Dhl,Autopartes,Furgoneta,Estándar,Norte,Frío,161.4,38.89,4.0,24.0,No,Entregado,4,923.67,-20.0
5166.0,Delhivery,Documentación,Furgoneta,Estándar,Norte,Neblina,72.7,15.26,6.0,24.0,No,Entregado,5,409.28,-18.0
5168.0,Blue dart,Cosmética,Motocicleta,Expreso,Este,Despejado,203.2,15.27,6.0,6.0,Si,Demorado,2,1111.81,0.0
5169.0,Dhl,Farmacia,Furgoneta,Expreso,Norte,Despejado,43.7,30.16,2.0,2.0,No,Entregado,5,358.98,0.0
5170.0,Delhivery,Documentación,Furgoneta,Expreso,Norte,Tormenta,92.8,0.91,7.0,3.0,Si,Demorado,2,516.73,4.0
5172.0,Fedex,Frágil,Motocicleta,Estándar,Este,Neblina,273.5,40.49,12.0,24.0,No,Entregado,5,1488.97,-12.0
5173.0,Amazon logistics,Frágil,Camión,Estándar,Sur,Tormenta,49.7,28.36,5.0,24.0,No,Entregado,3,333.58,-19.0
5174.0,Dhl,Indumentaria,Motocicleta,48 hs,Sur,Lluvia,22.7,4.98,7.0,16.0,No,Entregado,4,128.44,-9.0
5176.0,Blue dart,Cosmética,Furgoneta,Mismo día,Centro,Tormenta,71.1,40.48,9.0,8.0,Si,Fallido,1,576.94,1.0
5177.0,Blue dart,Indumentaria,Motocicleta,Estándar,Centro,Frío,183.5,43.5,5.0,24.0,No,Entregado,4,1048.0,-19.0
5178.0,Fedex,Indumentaria,Camión,Estándar,Centro,Calor,10.2,31.56,0.0,24.0,No,Entregado,4,145.68,-24.0
5179.0,Delhivery,Indumentaria,Furgoneta,48 hs,Sur,Frío,11.1,11.96,2.0,16.0,No,Entregado,5,95.6674,-14.0
5180.0,Dhl,Muebles,Motocicleta,Expreso,Oeste,Frío,266.9,48.05,6.0,7.0,No,Entregado,5,1528.65,-1.0
5181.0,Amazon logistics,Muebles,Camión,Expreso,Sur,Neblina,36.6,27.58,3.0,2.0,Si,Demorado,2,315.74,1.0
5182.0,Xpressbees,Documentación,Motocicleta,Estándar,Norte,Frío,99.0,4.48,6.0,24.0,No,Entregado,4,508.44,-18.0
5183.0,Shadowfax,Indumentaria,Camión,Expreso,Norte,Neblina,108.8,47.92,5.0,4.0,Si,Demorado,2,737.76,1.0
5184.0,Ecom express,Farmacia,Camión,Estándar,Este,Despejado,238.6,46.1,9.0,24.0,No,Entregado,4,1331.3,-15.0
5185.0,Amazon logistics,Frágil,Motocicleta,48 hs,Sur,Frío,273.7,12.57,7.0,16.0,No,Entregado,5,1406.21,-9.0
5186.0,Shadowfax,Indumentaria,Motocicleta,48 hs,Norte,Despejado,231.7,1.32,6.0,16.0,No,Entregado,4,1162.46,-10.0
5187.0,Amazon logistics,Farmacia,Motocicleta,Estándar,Oeste,Despejado,150.9,10.02,6.0,24.0,No,Entregado,4,784.56,-18.0
5188.0,Blue dart,Frágil,Furgoneta,Estándar,Norte,Tormenta,162.9,27.75,11.0,24.0,No,Entregado,5,897.75,-13.0
5189.0,Amazon logistics,Farmacia,Motocicleta,Mismo día,Centro,Calor,132.1,1.28,5.0,8.0,No,Entregado,5,764.34,-3.0
5190.0,Ekart,Farmacia,Furgoneta,48 hs,Este,Neblina,294.1,48.68,9.0,16.0,No,Entregado,4,1616.54,-7.0
5191.0,Xpressbees,Indumentaria,Motocicleta,Expreso,Sur,Tormenta,288.3,8.5,15.0,7.0,Si,Demorado,3,1517.0,8.0
5192.0,Ecom express,Autopartes,Motocicleta,48 hs,Sur,Frío,228.5,47.07,6.0,16.0,No,Entregado,5,1283.71,-10.0
5193.0,Fedex,Autopartes,Motocicleta,Estándar,Oeste,Tormenta,264.4,37.82,14.0,24.0,No,Entregado,4,1435.46,-10.0
5194.0,Delhivery,Cosmética,Furgoneta,Mismo día,Centro,Calor,166.9,49.18,6.0,8.0,No,Entregado,5,1082.04,-2.0
5195.0,Dhl,Autopartes,Furgoneta,48 hs,Sur,Tormenta,169.3,3.57,11.0,16.0,No,Entregado,4,857.21,-5.0
5196.0,Dhl,Farmacia,Furgoneta,Expreso,Centro,Tormenta,223.7,4.82,8.0,6.0,Si,Demorado,3,1182.96,2.0
